Country Name,Country Code_x,Indicator Name_x,Indicator Code_x,Date,Value
Poland,POL,"Population, total",SP.POP.TOTL,2005,306144000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2005,197254000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2005,62808723477.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2005,36206395971.0
Spain,ESP,"Population, total",SP.POP.TOTL,2005,1153720000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2005,392218000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2005,418285000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2005,2544810000000.0
United States,USA,"Population, total",SP.POP.TOTL,2005,13039200000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2005,198737000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2005,891630000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2005,29869284035.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2005,45835098188.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2005,18433411267.0
India,IND,"Population, total",SP.POP.TOTL,2005,820382000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2005,6407287651.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2005,6258600714.0
Romania,ROU,"Population, total",SP.POP.TOTL,2005,98452791983.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2005,27683225959.0
Australia,AUS,"Population, total",SP.POP.TOTL,2006,747907000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2006,336280000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2006,408260000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2006,1319260000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2006,153840000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2006,161619000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2006,22715540324.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2006,282885000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2006,17022870405.0
Finland,FIN,"Population, total",SP.POP.TOTL,2006,217089000000.0
France,FRA,"Population, total",SP.POP.TOTL,2006,2320540000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2006,2994700000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2006,273547000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2006,115716000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2006,17465318552.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2006,232181000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2006,1949550000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2006,4601660000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2006,21570076499.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2006,30183575104.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2006,42910146296.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2006,975387000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2006,733955000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2006,111539000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2006,345581000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2006,344622000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2006,208756000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2006,70767338922.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2006,39481045038.0
Spain,ESP,"Population, total",SP.POP.TOTL,2006,1260400000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2006,423093000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2006,441635000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2006,2709910000000.0
United States,USA,"Population, total",SP.POP.TOTL,2006,13815600000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2006,232557000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2006,1107640000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2006,34379808889.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2006,50915016294.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2006,20072786351.0
India,IND,"Population, total",SP.POP.TOTL,2006,940260000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2006,6778321415.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2006,6861222332.0
Romania,ROU,"Population, total",SP.POP.TOTL,2006,122023000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2006,32482070360.0
Australia,AUS,"Population, total",SP.POP.TOTL,2007,854427000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2007,389186000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2007,470922000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2007,1468820000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2007,172566000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2007,206182000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2007,26884700345.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2007,319423000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2007,22449129483.0
Finland,FIN,"Population, total",SP.POP.TOTL,2007,256378000000.0
France,FRA,"Population, total",SP.POP.TOTL,2007,2660590000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2007,3425580000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2007,318903000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2007,140187000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2007,21652505597.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2007,270079000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2007,2213100000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2007,4579750000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2007,31054350978.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2007,39697891352.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2007,51587401416.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2007,1052700000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2007,848559000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2007,137189000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2007,400937000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2007,429029000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2007,240496000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2007,86563986799.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2007,48067401207.0
Spain,ESP,"Population, total",SP.POP.TOTL,2007,1474000000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2007,491253000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2007,490741000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2007,3092820000000.0
United States,USA,"Population, total",SP.POP.TOTL,2007,14474200000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2007,287531000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2007,1397080000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2007,44432811756.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2007,60641942979.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2007,23968764030.0
India,IND,"Population, total",SP.POP.TOTL,2007,1216740000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2007,7925403778.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2007,8336478142.0
Romania,ROU,"Population, total",SP.POP.TOTL,2007,174585000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2007,43170990616.0
Australia,AUS,"Population, total",SP.POP.TOTL,2008,1055640000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2008,432052000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2008,517328000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2008,1552990000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2008,179663000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2008,242187000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2008,30801744881.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2008,353361000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2008,24341678629.0
Finland,FIN,"Population, total",SP.POP.TOTL,2008,285716000000.0
France,FRA,"Population, total",SP.POP.TOTL,2008,2930300000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2008,3745260000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2008,355909000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2008,158326000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2008,18074622987.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2008,275447000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2008,2408660000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2008,5106680000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2008,35854274229.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2008,47797551588.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2008,58844277702.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2008,1109990000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2008,951870000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2008,133131000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2008,462250000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2008,533609000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2008,263416000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2008,100880000000.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2008,55779427740.0
Spain,ESP,"Population, total",SP.POP.TOTL,2008,1631860000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2008,517706000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2008,567268000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2008,2931500000000.0
United States,USA,"Population, total",SP.POP.TOTL,2008,14769900000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2008,361558000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2008,1695820000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2008,54481376860.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2008,70943300079.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2008,27844698989.0
India,IND,"Population, total",SP.POP.TOTL,2008,1198900000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2008,9090376446.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2008,9909548411.0
Romania,ROU,"Population, total",SP.POP.TOTL,2008,214314000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2008,52194221469.0
Australia,AUS,"Population, total",SP.POP.TOTL,2009,928627000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2009,401759000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2009,483254000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2009,1374630000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2009,171413000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2009,232398000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2009,30745712007.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2009,321241000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2009,19633031398.0
Finland,FIN,"Population, total",SP.POP.TOTL,2009,253498000000.0
France,FRA,"Population, total",SP.POP.TOTL,2009,2700890000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2009,3411260000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2009,331309000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2009,131069000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2009,13154414219.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2009,236443000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2009,2199930000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2009,5289490000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2009,26410909091.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2009,37388122046.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2009,54467289898.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2009,900045000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2009,871519000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2009,121374000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2009,386190000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2009,439738000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2009,244668000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2009,89399303222.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2009,50567734886.0
Spain,ESP,"Population, total",SP.POP.TOTL,2009,1491470000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2009,436537000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2009,554213000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2009,2417640000000.0
United States,USA,"Population, total",SP.POP.TOTL,2009,14478100000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2009,332976000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2009,1667020000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2009,52023505367.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2009,63324394634.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2009,25945391775.0
India,IND,"Population, total",SP.POP.TOTL,2009,1341890000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2009,8696304529.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2009,9401731496.0
Romania,ROU,"Population, total",SP.POP.TOTL,2009,174104000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2009,45162894381.0
Australia,AUS,"Population, total",SP.POP.TOTL,2010,1148610000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2010,392275000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2010,481421000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2010,1617340000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2010,217105000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2010,286563000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2010,37658614803.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2010,321995000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2010,19523477326.0
Finland,FIN,"Population, total",SP.POP.TOTL,2010,249424000000.0
France,FRA,"Population, total",SP.POP.TOTL,2010,2645190000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2010,3399670000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2010,297125000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2010,132175000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2010,13751161918.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2010,221914000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2010,2136100000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2010,5759070000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2010,23956163077.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2010,37128694028.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2010,56213985987.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2010,1057800000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2010,847381000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2010,146518000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2010,428757000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2010,475697000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2010,238113000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2010,91162836320.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2010,48208240226.0
Spain,ESP,"Population, total",SP.POP.TOTL,2010,1422110000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2010,495813000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2010,598851000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2010,2491400000000.0
United States,USA,"Population, total",SP.POP.TOTL,2010,15049000000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2010,423627000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2010,2208870000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2010,50682061053.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2010,60672093865.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2010,25800247912.0
India,IND,"Population, total",SP.POP.TOTL,2010,1675620000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2010,9035927350.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2010,9407168702.0
Romania,ROU,"Population, total",SP.POP.TOTL,2010,170029000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2010,41819468692.0
Australia,AUS,"Population, total",SP.POP.TOTL,2011,1398410000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2011,431685000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2011,523330000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2011,1793330000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2011,251225000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2011,334944000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2011,42762617082.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2011,344003000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2011,23213994093.0
Finland,FIN,"Population, total",SP.POP.TOTL,2011,275604000000.0
France,FRA,"Population, total",SP.POP.TOTL,2011,2865160000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2011,3749310000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2011,282996000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2011,141942000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2011,15221622926.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2011,239003000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2011,2294990000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2011,6233150000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2011,27474380566.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2011,43535051482.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2011,61696281326.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2011,1180490000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2011,905271000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2011,168291000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2011,498283000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2011,524383000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2011,245118000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2011,99922685425.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2011,51583869785.0
Spain,ESP,"Population, total",SP.POP.TOTL,2011,1480710000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2011,574094000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2011,715888000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2011,2666400000000.0
United States,USA,"Population, total",SP.POP.TOTL,2011,15599700000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2011,530163000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2011,2616200000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2011,57678241024.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2011,63408294943.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2011,27642086581.0
India,IND,"Population, total",SP.POP.TOTL,2011,1823050000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2011,9638919822.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2011,10494632699.0
Romania,ROU,"Population, total",SP.POP.TOTL,2011,192614000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2011,49258136129.0
Australia,AUS,"Population, total",SP.POP.TOTL,2012,1546890000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2012,409402000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2012,496153000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2012,1828370000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2012,267176000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2012,370921000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2012,47231651863.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2012,327149000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2012,23019150071.0
Finland,FIN,"Population, total",SP.POP.TOTL,2012,258290000000.0
France,FRA,"Population, total",SP.POP.TOTL,2012,2683670000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2012,3527140000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2012,242029000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2012,128814000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2012,14751508134.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2012,225629000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2012,2086960000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2012,6272360000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2012,28169902669.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2012,42927454291.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2012,59776383527.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2012,1201090000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2012,838923000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2012,176207000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2012,509506000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2012,495237000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2012,216224000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2012,94623731086.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2012,46577793184.0
Spain,ESP,"Population, total",SP.POP.TOTL,2012,1324750000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2012,552484000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2012,686420000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2012,2706340000000.0
United States,USA,"Population, total",SP.POP.TOTL,2012,16254000000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2012,545982000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2012,2465190000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2012,54300857424.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2012,57369359295.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2012,25048659900.0
India,IND,"Population, total",SP.POP.TOTL,2012,1827640000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2012,9462289606.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2012,9745251126.0
Romania,ROU,"Population, total",SP.POP.TOTL,2012,179133000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2012,43309252921.0
Australia,AUS,"Population, total",SP.POP.TOTL,2013,1576380000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2013,430191000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2013,521791000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2013,1846600000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2013,277239000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2013,382116000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2013,50949672206.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2013,343584000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2013,25115753366.0
Finland,FIN,"Population, total",SP.POP.TOTL,2013,271362000000.0
France,FRA,"Population, total",SP.POP.TOTL,2013,2811880000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2013,3733800000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2013,238908000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2013,135684000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2013,16125060515.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2013,238341000000.0
Italy,ITA,"Population, total",SP.POP.TOTL,2013,2141920000000.0
Japan,JPN,"Population, total",SP.POP.TOTL,2013,5212330000000.0
Latvia,LVA,"Population, total",SP.POP.TOTL,2013,30204783462.0
Lithuania,LTU,"Population, total",SP.POP.TOTL,2013,46523420074.0
Luxembourg,LUX,"Population, total",SP.POP.TOTL,2013,65203276467.0
Mexico,MEX,"Population, total",SP.POP.TOTL,2013,1274440000000.0
Netherlands,NLD,"Population, total",SP.POP.TOTL,2013,877173000000.0
New Zealand,NZL,"Population, total",SP.POP.TOTL,2013,190907000000.0
Norway,NOR,"Population, total",SP.POP.TOTL,2013,522762000000.0
Poland,POL,"Population, total",SP.POP.TOTL,2013,515765000000.0
Portugal,PRT,"Population, total",SP.POP.TOTL,2013,226434000000.0
Slovak Republic,SVK,"Population, total",SP.POP.TOTL,2013,98935222175.0
Slovenia,SVN,"Population, total",SP.POP.TOTL,2013,48415657265.0
Spain,ESP,"Population, total",SP.POP.TOTL,2013,1355580000000.0
Sweden,SWE,"Population, total",SP.POP.TOTL,2013,586842000000.0
Switzerland,CHE,"Population, total",SP.POP.TOTL,2013,706235000000.0
United Kingdom,GBR,"Population, total",SP.POP.TOTL,2013,2786320000000.0
United States,USA,"Population, total",SP.POP.TOTL,2013,16843200000000.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2013,552025000000.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2013,2472810000000.0
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2013,55810138436.0
Croatia,HRV,"Population, total",SP.POP.TOTL,2013,59032066092.0
Cyprus,CYP,"Population, total",SP.POP.TOTL,2013,23961144906.0
India,IND,"Population, total",SP.POP.TOTL,2013,1856720000000.0
Malta,MLT,"Population, total",SP.POP.TOTL,2013,10551600478.0
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2013,10817712139.0
Romania,ROU,"Population, total",SP.POP.TOTL,2013,189790000000.0
Serbia,SRB,"Population, total",SP.POP.TOTL,2013,48394239475.0
Australia,AUS,"Population, total",SP.POP.TOTL,2014,1467550000000.0
Austria,AUT,"Population, total",SP.POP.TOTL,2014,442585000000.0
Belgium,BEL,"Population, total",SP.POP.TOTL,2014,535390000000.0
Canada,CAN,"Population, total",SP.POP.TOTL,2014,1805750000000.0
Chile,CHL,"Population, total",SP.POP.TOTL,2014,259405000000.0
Colombia,COL,"Population, total",SP.POP.TOTL,2014,381112000000.0
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2014,52016408951.0
Denmark,DNK,"Population, total",SP.POP.TOTL,2014,352994000000.0
Estonia,EST,"Population, total",SP.POP.TOTL,2014,26634083965.0
Finland,FIN,"Population, total",SP.POP.TOTL,2014,274863000000.0
France,FRA,"Population, total",SP.POP.TOTL,2014,2855960000000.0
Germany,DEU,"Population, total",SP.POP.TOTL,2014,3889090000000.0
Greece,GRC,"Population, total",SP.POP.TOTL,2014,235458000000.0
Hungary,HUN,"Population, total",SP.POP.TOTL,2014,141034000000.0
Iceland,ISL,"Population, total",SP.POP.TOTL,2014,17867662178.0
Ireland,IRL,"Population, total",SP.POP.TOTL,2014,259171000000.0
